"전철역코드","전철역명","호선","외부코드","사이버스테이션","X좌표","Y좌표","X좌표(WGS)","Y좌표(WGS)"
"0424","명동","4","424","0424","496773","1127452","37.560989","126.986325"
"0425","회현","4","425","0425","495072","1126787","37.558514","126.978246"
"0427","숙대입구","4","427","0427","493747","1122832","37.544560","126.972106"
"2629","삼각지","6","628","0428","493970","1120167","37.534777","126.973110"
"0428","삼각지","4","428","0428","493970","1120167","37.534777","126.973110"
"0429","신용산","4","429","0429","492830","1118597","37.529170","126.967894"
"1008","이촌","K","K111","0430","494107","1116637","37.522272","126.974345"
"0430","이촌","4","430","0430","494107","1116637","37.522272","126.974345"
"4120","동작","9","920","0431","495157","1111287","37.502971","126.979306"
"0431","동작","4","431","0431","495157","1111287","37.502971","126.979306"
"2738","총신대입구(이수)","7","736","0432","495900","1106635","37.486263","126.981989"
"0432","총신대입구(이수)","4","432","0432","495900","1106635","37.486263","126.981989"
"0434","남태령","4","434","0434","497392","1100550","37.463873","126.989134"
"1002","남영","1","134","1002","493462","1122025","37.541021","126.971300"
"4117","노량진","9","917","1004","487327","1114430","37.514219","126.942454"
"1004","노량진","1","136","1004","487327","1114430","37.514219","126.942454"
"1005","대방","1","137","1005","483645","1114340","37.513342","126.926382"
"1006","영등포","1","139","1006","479375","1114790","37.515504","126.907628"
"1009","서빙고","K","K112","1009","497257","1115882","37.519594","126.988537"
"1010","한남","K","K113","1010","501750","1118657","37.529430","127.009169"
"1012","응봉","K","K115","1012","507432","1124352","37.549946","127.034538"
"1306","회기","G","P117","1015","512662","1135362","37.589460","127.057583"
"1015","회기","1","123","1015","512662","1135362","37.589460","127.057583"
"1200","회기","K","K118","1015","512662","1135362","37.589460","127.057583"
"1016","외대앞","1","122","1016","513900","1137147","37.596073","127.063549"
"1017","신이문","1","121","1017","514704","1138814","37.601854","127.067325"
"2645","석계","6","644","1018","514452","1142315","37.614805","127.065851"
"1018","석계","1","120","1018","514452","1142315","37.614805","127.065851"
"1019","광운대","1","119","1019","513467","1144785","37.623632","127.061835"
"1308","광운대","G","P119","1019","513467","1144785","37.623632","127.061835"
"1020","월계","1","118","1020","512815","1147432","37.633212","127.058831"
"1021","녹천","1","117","1021","511557","1150497","37.644799","127.051269"
"1027","개포동","B","k219","1027","514487","1107365","37.489116","127.066140"
"1028","대모산입구","B","k220","1028","515977","1108135","37.491373","127.072720"
"2821","복정","8","820","1031","527842","1102047","37.470047","127.126662"
"1031","복정","B","K222","1031","527842","1102047","37.470047","127.126662"
"1032","신길","1","138","1032","481420","1115205","37.517122","126.917169"
"2526","신길","5","525","1032","481420","1115205","37.517122","126.917169"
"1307","중랑","G","P118","1201","516572","1136827","37.594917","127.076116"
"1201","중랑","K","K119","1201","516572","1136827","37.594917","127.076116"
"1203","망우","K","K121","1203","520227","1138095","37.599550","127.091909"
"1310","망우","G","P121","1203","520227","1138095","37.599550","127.091909"
"1204","양원","K","K122","1204","523632","1140087","37.606596","127.107906"
"1205","구리","K","K123","1205","531520","1139097","37.603392","127.143869"
"1206","도농","K","K124","1206","535400","1140587","37.608806","127.161153"
"1207","양정","K","K125","1207","542752","1139387","37.605330","127.193640"
"1208","덕소","K","K126","1208","545892","1134737","37.586781","127.208832"
"1209","도심","K","K127","1209","548956","1132632","37.579622","127.222672"
"1210","팔당","K","K128","1210","553656","1123632","37.547371","127.243939"
"1211","운길산","K","K129","1211","568456","1125732","37.554669","127.310115"
"1212","양수","K","K130","1212","572506","1123332","37.545981","127.329098"
"1213","신원","K","K131","1213","582256","1117732","37.525545","127.372921"
"1214","국수","K","K132","1214","587806","1115232","37.516169","127.399367"
"1215","아신","K","K133","1215","597856","1114532","37.513820","127.443173"
"1216","오빈","K","K134","1216","604526","1112452","37.506062","127.473868"
"1217","양평(경의중앙선)","K","K135","1217","608646","1108692","37.492832","127.491814"
"1218","원덕","K","K136","1218","620686","1102132","37.468672","127.547076"
"1219","용문","K","K137","1219","631106","1105832","37.482230","127.594647"
"1251","서울(경의중앙선)","K","P313","1251","493365","1125595","37.556328","126.969522"
"1252","신촌(경의중앙선)","K","P312","1252","487020","1127079","37.559783","126.942319"
"1263","서강대","K","K313","1263","485615","1124847","37.551881","126.935711"
"1265","가좌","K","K315","1265","480980","1129579","37.568491","126.915487"
"1267","수색","K","K317","1267","476820","1133079","37.580842","126.895611"
"1268","화전","K","K318","1268","470720","1139079","37.602888","126.868387"
"1270","행신","K","K320","1270","463270","1141629","37.612102","126.834146"
"1271","능곡","K","K321","1271","460120","1143579","37.618808","126.820783"
"1272","곡산","K","K323","1272","456120","1150979","37.645676","126.801762"
"1273","백마","K","K324","1273","454620","1154279","37.658239","126.794461"
"1274","풍산","K","K325","1274","452620","1158279","37.672346","126.786243"
"1275","일산","K","K326","1275","449020","1161080","37.682077","126.769846"
"1276","탄현","K","K327","1276","447100","1164280","37.694023","126.761086"
"1277","야당","K","K328","1277","","","37.712327","126.761356"
"1278","운정","K","K329","1278","448520","1173280","37.725826","126.767257"
"1279","금릉","K","K330","1279","448220","1180380","37.751322","126.765347"
"1280","금촌","K","K331","1280","450120","1184280","37.766217","126.774644"
"1282","월롱","K","K333","1282","454200","1192580","37.796188","126.792587"
"1283","파주","K","K334","1283","454200","1197940","37.815298","126.792783"
"1284","문산","K","K335","1284","453250","1208880","37.854619","126.788047"
"1311","신내","G","P122","1311","522627","1141915","37.612887","127.103218"
"1312","갈매","G","P123","1312","525127","1147615","37.634118","127.114757"
"1313","별내","G","P124","1313","528027","1149915","37.642020","127.126840"
"1314","퇴계원","G","P125","1314","531627","1151565","37.648311","127.143952"
"1315","사릉","G","P126","1315","538877","1152465","37.651080","127.176933"
"1316","금곡","G","P127","1316","545627","1148565","37.637382","127.207853"
"1317","평내호평","G","P128","1317","553727","1153065","37.653225","127.244493"
